订单 ID,订单日期,发货日期,装运模式,客户 ID,客户名称,细分,城市,省/自治区,国家/地区,区域,产品 ID,类别,子类别,产品名称,销售额,数量,折扣,利润
CN-2021-020199688,2021/2/1,2021/2/6,标准级,彭彩-099688,彭彩,消费者,兰州,甘肃,中国,西北,办公用-信封-10003369,办公用品,信封,"GlobeWeis 局间信封, 回收",435.12,2,0,152.04
CN-2021-020199688,2021/2/1,2021/2/6,标准级,彭彩-099688,彭彩,消费者,兰州,甘肃,中国,西北,家具-书架-10002456,家具,书架,"Safco 书架, 金属",415.632,1,0.4,-20.888
CN-2021-020206520,2021/2/2,2021/2/5,一级,熊荣-106520,熊荣,消费者,广州,广东,中国,中南,办公用-纸张-10003534,办公用品,纸张,"Green Bar 笔记本, 每包 12 个",475.02,3,0,52.08
CN-2021-020210422,2021/2/2,2021/2/8,标准级,林康-110422,林康,公司,莱阳,山东,中国,华东,技术-复印-10003382,技术,复印机,"佳能 传真复印机, 红色",3538.08,4,0,565.6
CN-2021-020216022,2021/2/2,2021/2/7,标准级,施立-116022,施立伟,公司,石家庄,河北,中国,华北,办公用-信封-10000567,办公用品,信封,"Jiffy 邮寄品, 回收",1007.16,6,0,503.16
CN-2021-020216022,2021/2/2,2021/2/7,标准级,施立-116022,施立伟,公司,石家庄,河北,中国,华北,家具-用具-10001878,家具,用具,"Rubvermaid 框架, 黑色",1025.64,2,0,174.16
CN-2021-020216022,2021/2/2,2021/2/7,标准级,施立-116022,施立伟,公司,石家庄,河北,中国,华北,办公用-装订-10000440,办公用品,装订机,"Avery 装订机盖, 耐用",175.98,3,0,49.14
CN-2021-020216022,2021/2/2,2021/2/7,标准级,施立-116022,施立伟,公司,石家庄,河北,中国,华北,家具-桌子-10001852,家具,桌子,"Bevis 会议桌, 组装",6476.61,2,0.25,-431.83
CN-2021-020219097,2021/2/2,2021/2/6,标准级,秦芯-119097,秦芯,消费者,胶南,山东,中国,华东,家具-用具-10001150,家具,用具,"Tenex 闹钟, 耐用",441.28,2,0,96.88
CN-2021-020236185,2021/2/2,2021/2/6,二级,黄丽-136185,黄丽,消费者,椒江,浙江,中国,华东,办公用-用品-10001427,办公用品,用品,"Elite 大剪刀, 蓝色",658.14,5,0.4,-33.46
CN-2021-020297137,2021/2/2,2021/2/7,标准级,杨欢-097137,杨欢,公司,东莞,广东,中国,中南,办公用-用品-10004318,办公用品,用品,"Elite 剪刀, 蓝色",105.14,1,0,42
CN-2021-020640378,2021/2/6,2021/2/12,标准级,龚松-140378,龚松,小型企业,益阳,湖南,中国,中南,办公用-标签-10004462,办公用品,标签,"Hon 合法证物标签, 可调",81.76,2,0,24.36
CN-2021-020640378,2021/2/6,2021/2/12,标准级,龚松-140378,龚松,小型企业,益阳,湖南,中国,中南,办公用-装订-10002580,办公用品,装订机,"Wilson Jones 订书机, 透明",1807.68,8,0,433.44
CN-2021-020640378,2021/2/6,2021/2/12,标准级,龚松-140378,龚松,小型企业,益阳,湖南,中国,中南,技术-电话-10000014,技术,电话,"苹果 办公室电话机, 整包",1220.24,4,0,268.24
CN-2021-020640378,2021/2/6,2021/2/12,标准级,龚松-140378,龚松,小型企业,益阳,湖南,中国,中南,办公用-信封-10004068,办公用品,信封,"Ames 搭扣信封, 回收",140,5,0,19.6
CN-2021-020640378,2021/2/6,2021/2/12,标准级,龚松-140378,龚松,小型企业,益阳,湖南,中国,中南,技术-复印-10003757,技术,复印机,"Hewlett 墨水, 数字化",1384.32,2,0,387.52
CN-2021-020640378,2021/2/6,2021/2/12,标准级,龚松-140378,龚松,小型企业,益阳,湖南,中国,中南,技术-设备-10002958,技术,设备,"柯尼卡 喷墨打印机, 耐用",8779.68,6,0,4213.44
CN-2021-020640378,2021/2/6,2021/2/12,标准级,龚松-140378,龚松,小型企业,益阳,湖南,中国,中南,办公用-标签-10002109,办公用品,标签,"Harbour Creations 合法证物标签, 耐用",370.44,7,0,6.86
CN-2021-020726625,2021/2/7,2021/2/11,标准级,高凤-126625,高凤,消费者,成都,四川,中国,西南,家具-书架-10003237,家具,书架,"宜家 书架, 白色",700.56,2,0.4,-443.8
CN-2021-020726625,2021/2/7,2021/2/11,标准级,高凤-126625,高凤,消费者,成都,四川,中国,西南,家具-书架-10003197,家具,书架,"Safco 书库, 白色",3295.404,3,0.4,-659.316
CN-2021-020803174,2021/2/8,2021/2/13,二级,段强-103174,段强,公司,丽水,浙江,中国,华东,家具-桌子-10001074,家具,桌子,"Hon 木桌, 白色",3983.616,4,0.6,-1294.944
CN-2021-020807716,2021/2/8,2021/2/15,标准级,殷凤-107716,殷凤,小型企业,烟台,山东,中国,华东,技术-设备-10001708,技术,设备,"柯尼卡 计算器, 红色",682.92,3,0,149.94
CN-2021-020807716,2021/2/8,2021/2/15,标准级,殷凤-107716,殷凤,小型企业,烟台,山东,中国,华东,办公用-标签-10001875,办公用品,标签,"Avery 文件夹标签, 可调",294.84,9,0,147.42
CN-2021-020807716,2021/2/8,2021/2/15,标准级,殷凤-107716,殷凤,小型企业,烟台,山东,中国,华东,办公用-装订-10001505,办公用品,装订机,"Cardinal 孔加固材料, 回收",53.2,2,0,25.48
CN-2021-020807716,2021/2/8,2021/2/15,标准级,殷凤-107716,殷凤,小型企业,烟台,山东,中国,华东,办公用-器具-10002520,办公用品,器具,"Hoover 搅拌机, 银色",913.92,2,0,292.32
CN-2021-020887979,2021/2/8,2021/2/11,二级,周木-087979,周木兰,消费者,上海,上海,中国,华东,家具-椅子-10001701,家具,椅子,"Office Star 折叠椅, 每套两件",438.48,1,0,65.66
CN-2021-021126242,2021/2/11,2021/2/17,标准级,邓保-126242,邓保,消费者,海门,广东,中国,中南,家具-用具-10000753,家具,用具,"Deflect-O 灯泡, 一包多件",177.8,2,0,69.16
CN-2021-021234579,2021/2/12,2021/2/14,一级,邱谦-134579,邱谦,公司,拉萨,西藏自治区,中国,西南,办公用-信封-10003899,办公用品,信封,"Kraft 马尼拉纸信封, 回收",944.16,8,0,396.48
CN-2021-021332890,2021/2/13,2021/2/18,二级,赵升-132890,赵升,消费者,边庄,山东,中国,华东,技术-配件-10000246,技术,配件,"贝尔金 记忆卡, 可编程",542.78,1,0,184.52
CN-2021-021332890,2021/2/13,2021/2/18,二级,赵升-132890,赵升,消费者,边庄,山东,中国,华东,技术-电话-10001271,技术,电话,"摩托罗拉 耳机, 整包",745.08,2,0,260.68
CN-2021-021332890,2021/2/13,2021/2/18,二级,赵升-132890,赵升,消费者,边庄,山东,中国,华东,办公用-装订-10001062,办公用品,装订机,"Acco 订书机, 回收",1680.7,7,0,386.12
CN-2021-021332890,2021/2/13,2021/2/18,二级,赵升-132890,赵升,消费者,边庄,山东,中国,华东,技术-配件-10001134,技术,配件,"Enermax 鼠标, 回收",355.6,2,0,7
CN-2021-021338145,2021/2/13,2021/2/15,一级,金诚-138145,金诚,消费者,大庆,黑龙江,中国,东北,家具-椅子-10003177,家具,椅子,"Harbour Creations 椅垫, 每套两件",2079,6,0,602.28
CN-2021-021338145,2021/2/13,2021/2/15,一级,金诚-138145,金诚,消费者,大庆,黑龙江,中国,东北,办公用-装订-10002993,办公用品,装订机,"Acco 打孔机, 透明",1104.32,8,0,253.12
CN-2021-021338145,2021/2/13,2021/2/15,一级,金诚-138145,金诚,消费者,大庆,黑龙江,中国,东北,家具-书架-10001668,家具,书架,"宜家 搁架, 黑色",3204.88,4,0,1281.84
CN-2021-021402725,2021/2/14,2021/2/14,当日,徐蔓-102725,徐蔓楚,公司,东莞,广东,中国,中南,办公用-装订-10000416,办公用品,装订机,"Acco 订书机, 耐用",736.26,3,0,198.66
CN-2021-021420454,2021/2/14,2021/2/18,标准级,邓立-120454,邓立,消费者,广元,四川,中国,西南,办公用-系固-10003118,办公用品,系固件,"Stockwell 夹子, 混合尺寸",140.112,3,0.4,-23.688
CN-2021-021420454,2021/2/14,2021/2/18,标准级,邓立-120454,邓立,消费者,广元,四川,中国,西南,办公用-信封-10000686,办公用品,信封,"GlobeWeis 局间信封, 每套 50 个",2677.92,12,0,1097.04
CN-2021-021498491,2021/2/14,2021/2/18,标准级,万虹-098491,万虹,消费者,石家庄,河北,中国,华北,办公用-信封-10000017,办公用品,信封,"Jiffy 局间信封, 银色",911.68,4,0,118.16
CN-2021-021588937,2021/2/15,2021/2/18,一级,余舟-088937,余舟,小型企业,梨树,吉林,中国,东北,家具-用具-10003276,家具,用具,"Tenex 分层置放架, 优质",445.2,4,0,213.36
CN-2021-021588937,2021/2/15,2021/2/18,一级,余舟-088937,余舟,小型企业,梨树,吉林,中国,东北,办公用-标签-10004705,办公用品,标签,"Harbour Creations 合法证物标签, 可调",165.2,4,0,1.12
CN-2021-021588937,2021/2/15,2021/2/18,一级,余舟-088937,余舟,小型企业,梨树,吉林,中国,东北,技术-配件-10003034,技术,配件,"Memorex 闪存驱动器, 回收",253.96,2,0,78.68
CN-2021-021589167,2021/2/15,2021/2/17,二级,冯莲-089167,冯莲,公司,成都,四川,中国,西南,技术-电话-10000619,技术,电话,"三星 音频基座, 整包",467.376,1,0.4,-288.344
CN-2021-021589167,2021/2/15,2021/2/17,二级,冯莲-089167,冯莲,公司,成都,四川,中国,西南,家具-椅子-10002837,家具,椅子,"Office Star 折叠椅, 可调",527.52,2,0.4,-228.76
CN-2021-021620912,2021/2/16,2021/2/21,二级,戴松-120912,戴松,公司,营口,辽宁,中国,东北,办公用-装订-10000762,办公用品,装订机,"Ibico 装订机盖, 回收",78.456,2,0.4,-28.784
CN-2021-021620912,2021/2/16,2021/2/21,二级,戴松-120912,戴松,公司,营口,辽宁,中国,东北,办公用-器具-10001435,办公用品,器具,"KitchenAid 烤面包机, 银色",481.992,2,0.4,15.792
CN-2021-021620912,2021/2/16,2021/2/21,二级,戴松-120912,戴松,公司,营口,辽宁,中国,东北,办公用-装订-10000287,办公用品,装订机,"Wilson Jones 孔加固材料, 实惠",25.368,2,0.4,-6.832
CN-2021-021700282,2021/2/17,2021/2/20,一级,彭绅-100282,彭绅,公司,宁波,浙江,中国,华东,办公用-系固-10003670,办公用品,系固件,"Advantus 按钉, 混合尺寸",133.056,4,0.4,10.976
CN-2021-021711653,2021/2/17,2021/2/24,标准级,田谙-111653,田谙,消费者,济宁,山东,中国,华东,办公用-用品-10003934,办公用品,用品,"Elite 开信刀, 锯齿状",784,7,0,258.72
CN-2021-021743467,2021/2/17,2021/2/22,标准级,陈嫒-143467,陈嫒,消费者,长沙,湖南,中国,中南,办公用-收纳-10004747,办公用品,收纳具,"Eldon 文件夹, 单宽度",476.28,6,0,152.04
CN-2021-021792438,2021/2/17,2021/2/21,二级,孟刚-092438,孟刚,公司,天津,天津,中国,华北,办公用-用品-10002305,办公用品,用品,"Elite 美工刀, 蓝色",1302.56,8,0,155.68
CN-2021-021996462,2021/2/19,2021/2/21,二级,田丽-096462,田丽美,消费者,广元,四川,中国,西南,办公用-装订-10000333,办公用品,装订机,"Cardinal 订书机, 回收",1263.276,9,0.4,-316.764
CN-2021-021996462,2021/2/19,2021/2/21,二级,田丽-096462,田丽美,消费者,广元,四川,中国,西南,办公用-系固-10004619,办公用品,系固件,"Stockwell 订书钉, 金属",61.152,2,0.4,-34.888
CN-2021-022002305,2021/2/20,2021/2/24,二级,涂珑-102305,涂珑,小型企业,昆明,云南,中国,西南,办公用-系固-10004244,办公用品,系固件,"Advantus 橡皮筋, 混合尺寸",524.16,8,0,4.48
CN-2021-022002305,2021/2/20,2021/2/24,二级,涂珑-102305,涂珑,小型企业,昆明,云南,中国,西南,家具-书架-10004848,家具,书架,"Sauder 搁架, 黑色",6400.38,7,0,2815.54
CN-2021-022002305,2021/2/20,2021/2/24,二级,涂珑-102305,涂珑,小型企业,昆明,云南,中国,西南,家具-用具-10001122,家具,用具,"Rubvermaid 分层置放架, 一包多件",117.6,1,0,5.88
CN-2021-022002305,2021/2/20,2021/2/24,二级,涂珑-102305,涂珑,小型企业,昆明,云南,中国,西南,家具-书架-10000835,家具,书架,"Dania 搁架, 金属",1575.56,2,0,189
CN-2021-022015273,2021/2/20,2021/2/25,标准级,丁蔓-115273,丁蔓楚,消费者,苏州,江苏,中国,华东,办公用-装订-10003504,办公用品,装订机,"Ibico 装订机, 耐用",190.176,4,0.4,-15.904
CN-2021-022015273,2021/2/20,2021/2/25,标准级,丁蔓-115273,丁蔓楚,消费者,苏州,江苏,中国,华东,办公用-信封-10002658,办公用品,信封,"Cameo 局间信封, 银色",697.62,3,0,230.16
CN-2021-022015273,2021/2/20,2021/2/25,标准级,丁蔓-115273,丁蔓楚,消费者,苏州,江苏,中国,华东,技术-设备-10000530,技术,设备,"冲电器 喷墨打印机, 多色",879.48,1,0.4,-322.56
CN-2021-022015273,2021/2/20,2021/2/25,标准级,丁蔓-115273,丁蔓楚,消费者,苏州,江苏,中国,华东,办公用-美术-10000581,办公用品,美术,"Binney & Smith 钢笔, 整包",68.376,6,0.8,-215.544
CN-2021-022015273,2021/2/20,2021/2/25,标准级,丁蔓-115273,丁蔓楚,消费者,苏州,江苏,中国,华东,家具-椅子-10003910,家具,椅子,"SAFCO 凳子, 可调",1431.612,3,0.4,-334.068
CN-2021-022023157,2021/2/20,2021/2/26,标准级,秦蔓-123157,秦蔓楚,消费者,蚌埠,安徽,中国,华东,技术-复印-10004944,技术,复印机,"惠普 无线传真机, 每套两件",10085.88,6,0,3529.68
CN-2021-022104104,2021/2/21,2021/2/25,标准级,潘涛-104104,潘涛,公司,宁海,山东,中国,华东,家具-椅子-10002532,家具,椅子,"Hon 椅垫, 可调",812.28,3,0,406.14
CN-2021-022104104,2021/2/21,2021/2/25,标准级,潘涛-104104,潘涛,公司,宁海,山东,中国,华东,办公用-收纳-10000871,办公用品,收纳具,"Eldon 盒, 工业",200.48,4,0,38.08
CN-2021-022200656,2021/2/22,2021/2/27,二级,周诚-100656,周诚,消费者,西昌,四川,中国,西南,办公用-纸张-10001927,办公用品,纸张,"Green Bar 信纸, 多色",232.4,1,0,71.96
CN-2021-022200656,2021/2/22,2021/2/27,二级,周诚-100656,周诚,消费者,西昌,四川,中国,西南,办公用-纸张-10002408,办公用品,纸张,"施乐 计划信息表, 每包 12 个",343.14,3,0,16.8
CN-2021-022200656,2021/2/22,2021/2/27,二级,周诚-100656,周诚,消费者,西昌,四川,中国,西南,办公用-信封-10002940,办公用品,信封,"GlobeWeis 马尼拉纸信封, 每套 50 个",383.46,3,0,87.78
CN-2021-022233130,2021/2/22,2021/3/2,标准级,牛黎-133130,牛黎明,公司,朝阳,辽宁,中国,东北,办公用-美术-10004287,办公用品,美术,"BIC 记号笔, 蓝色",394.688,4,0.2,-24.752
CN-2021-022396263,2021/2/23,2021/2/26,二级,余雯-096263,余雯,消费者,泰州,江苏,中国,华东,办公用-装订-10002129,办公用品,装订机,"Ibico 订书机, 耐用",444.528,3,0.4,-140.952
CN-2021-022426884,2021/2/24,2021/3/2,标准级,麦德-126884,麦德,公司,天津,天津,中国,华北,家具-书架-10004528,家具,书架,"Bush 书库, 白色",5135.76,3,0,1437.66
CN-2021-022426884,2021/2/24,2021/3/2,标准级,麦德-126884,麦德,公司,天津,天津,中国,华北,办公用-器具-10003386,办公用品,器具,"Breville 烤面包机, 红色",2147.88,6,0,987.84
CN-2021-022426884,2021/2/24,2021/3/2,标准级,麦德-126884,麦德,公司,天津,天津,中国,华北,办公用-标签-10001866,办公用品,标签,"Novimex 运输标签, 可调",124.32,3,0,14.7
CN-2021-022433854,2021/2/24,2021/3/1,标准级,金诚-133854,金诚,消费者,威宁,贵州,中国,西南,家具-椅子-10003019,家具,椅子,"Harbour Creations 摇椅, 红色",2059.26,3,0,246.96
CN-2021-022712058,2021/2/27,2021/3/2,二级,彭博-112058,彭博,公司,朝阳,辽宁,中国,东北,技术-电话-10003227,技术,电话,"诺基亚 信号增强器, 整包",764.904,2,0.4,-89.376
CN-2021-030108589,2021/3/1,2021/3/6,标准级,潘荷-108589,潘荷,小型企业,淮南,安徽,中国,华东,技术-配件-10000246,技术,配件,"贝尔金 记忆卡, 可编程",3799.46,7,0,1291.64
CN-2021-030108589,2021/3/1,2021/3/6,标准级,潘荷-108589,潘荷,小型企业,淮南,安徽,中国,华东,办公用-器具-10001757,办公用品,器具,"KitchenAid 炉灶, 黑色",15948.24,6,0,6219.36
CN-2021-030195684,2021/3/1,2021/3/4,二级,丁君-095684,丁君,消费者,武汉,湖北,中国,中南,办公用-系固-10002024,办公用品,系固件,"Stockwell 按钉, 整包",80.472,2,0.4,-12.208
CN-2021-030195684,2021/3/1,2021/3/4,二级,丁君-095684,丁君,消费者,武汉,湖北,中国,中南,办公用-系固-10004946,办公用品,系固件,"OIC 橡皮筋, 混合尺寸",121.968,3,0.4,-34.692
CN-2021-030291427,2021/3/2,2021/3/4,一级,李丽-091427,李丽丽,消费者,合肥,安徽,中国,华东,办公用-装订-10000749,办公用品,装订机,"Ibico 打孔机, 透明",418.74,3,0,141.96
CN-2021-030291427,2021/3/2,2021/3/4,一级,李丽-091427,李丽丽,消费者,合肥,安徽,中国,华东,办公用-纸张-10004274,办公用品,纸张,"Eaton 备忘录便条, 每包 12 个",417.2,5,0,116.2
CN-2021-030292374,2021/3/2,2021/3/9,标准级,冯立-092374,冯立,消费者,汉沽,天津,中国,华北,办公用-用品-10000347,办公用品,用品,"Stiletto 尺子, 锯齿状",162.12,3,0,23.94
CN-2021-030292374,2021/3/2,2021/3/9,标准级,冯立-092374,冯立,消费者,汉沽,天津,中国,华北,家具-书架-10002612,家具,书架,"Bush 墙角架, 金属",576.1,1,0,126.7
CN-2021-030292374,2021/3/2,2021/3/9,标准级,冯立-092374,冯立,消费者,汉沽,天津,中国,华北,技术-配件-10002006,技术,配件,"Memorex 鼠标, 回收",242.48,2,0,43.4
CN-2021-030292374,2021/3/2,2021/3/9,标准级,冯立-092374,冯立,消费者,汉沽,天津,中国,华北,家具-椅子-10002020,家具,椅子,"Novimex 沙滩椅, 红色",643.44,3,0,257.04
CN-2021-030307594,2021/3/3,2021/3/8,标准级,毛芯-107594,毛芯,公司,常德,湖南,中国,中南,家具-椅子-10000123,家具,椅子,"Hon 扶手椅, 黑色",7639.128,4,0.1,1103.368
CN-2021-030307594,2021/3/3,2021/3/8,标准级,毛芯-107594,毛芯,公司,常德,湖南,中国,中南,办公用-收纳-10000319,办公用品,收纳具,"Rogers 锁柜, 单宽度",2963.1,3,0,651.84
CN-2021-030318208,2021/3/3,2021/3/5,二级,唐栋-118208,唐栋,小型企业,重庆,重庆,中国,西南,技术-复印-10003468,技术,复印机,"佳能 个人复印机, 红色",1052.352,2,0.2,-263.088
CN-2021-030429072,2021/3/4,2021/3/9,标准级,陈锦-129072,陈锦,公司,洛阳,广东,中国,中南,办公用-纸张-10004087,办公用品,纸张,"Eaton 计划信息表, 回收",478.1,5,0,42.7
CN-2021-030499434,2021/3/4,2021/3/9,标准级,王庆-099434,王庆缘,消费者,天津,天津,中国,华北,技术-电话-10001359,技术,电话,"诺基亚 耳机, 整包",1366.4,4,0,505.12
CN-2021-030802194,2021/3/8,2021/3/12,标准级,万刚-102194,万刚,公司,福州,福建,中国,华东,办公用-装订-10000762,办公用品,装订机,"Ibico 装订机盖, 回收",523.04,8,0,94.08
CN-2021-030802194,2021/3/8,2021/3/12,标准级,万刚-102194,万刚,公司,福州,福建,中国,华东,家具-椅子-10001287,家具,椅子,"Hon 摇椅, 黑色",1794.66,3,0,215.04
CN-2021-030808949,2021/3/8,2021/3/9,一级,邹丽-108949,邹丽雪,小型企业,常熟市,江苏,中国,华东,家具-椅子-10002286,家具,椅子,"SAFCO 椅垫, 红色",1172.472,7,0.4,-372.008
CN-2021-030826157,2021/3/8,2021/3/14,标准级,袁德-126157,袁德,消费者,浯溪,湖南,中国,中南,办公用-系固-10001925,办公用品,系固件,"Accos 回形针, 金属",66.08,1,0,11.76
CN-2021-030928386,2021/3/9,2021/3/13,标准级,邢良-128386,邢良,消费者,张掖,甘肃,中国,西北,家具-书架-10003069,家具,书架,"Safco 搁架, 金属",3845.52,7,0.4,-448.84
CN-2021-030928386,2021/3/9,2021/3/13,标准级,邢良-128386,邢良,消费者,张掖,甘肃,中国,西北,技术-电话-10001957,技术,电话,"摩托罗拉 智能手机, 整包",727.272,2,0.4,-169.848
CN-2021-030991406,2021/3/9,2021/3/16,标准级,彭绅-091406,彭绅,公司,北京,北京,中国,华北,技术-配件-10004500,技术,配件,"罗技 键盘, 实惠",2028.6,6,0,486.36
